file,energy_chgnet_meV,energy_mace_meV,delta_E_meV,force_mae_meV_per_A,force_rmse_meV_per_A,force_max_abs_meV_per_A
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0036_strain-0.015_perturbed.cif,-2829240.4174804688,-2818398.663202999,10841.75427746959,46.39659092101467,65.81145270108337,388.8340644467153
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0057_strain+0.010_perturbed.cif,-2905147.361755371,-2893370.535994676,11776.825760695152,35.752884540586614,52.29393894206013,316.3879628002767
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0057_strain+0.015_perturbed.cif,-2909321.3081359863,-2897600.9424295044,11720.36570648197,35.50882751450402,52.311099396472194,331.8936557060863
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0057_strain-0.010_perturbed.cif,-2876783.1087112427,-2865174.464203592,11608.644507650752,40.55657063982509,58.74556034583611,329.7630260307707
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0057_strain-0.015_perturbed.cif,-2866345.238685608,-2854893.4021044113,11451.836581196636,43.38818917723327,64.19955267886873,460.71474277390735
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0062_strain+0.010_perturbed.cif,-2915363.7886047363,-2903295.4155188636,12068.373085872736,34.3002099331885,51.27058143677624,404.99294910063605
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0062_strain+0.015_perturbed.cif,-2919604.0391921997,-2907663.3999483604,11940.639243839309,33.99790126660897,50.522455614526976,382.04341797134043
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0062_strain-0.010_perturbed.cif,-2886522.316932678,-2874640.4242937863,11881.892638891935,38.5196969585692,55.72759935905009,342.774436687258
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0062_strain-0.015_perturbed.cif,-2876006.34098053,-2864344.0755328047,11662.265447725076,42.79943964722562,61.999021527602295,364.55965322484536
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0065_strain+0.010_perturbed.cif,-2919779.9921035767,-2907977.819044667,11802.17305890983,33.505057560227456,48.73917479922506,274.30677033547465
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0065_strain+0.015_perturbed.cif,-2923964.6673202515,-2912314.108902734,11650.558417517692,32.9394322066457,48.08540279269095,281.93278725916934
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0065_strain-0.010_perturbed.cif,-2891658.2107543945,-2879798.581761919,11859.62899247557,40.64645948303672,59.211040835185074,422.9365258424018
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0065_strain-0.015_perturbed.cif,-2881309.8192214966,-2869607.7502251137,11702.068996382877,42.93602032824096,63.303181416339086,420.95638705852434
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0078_strain+0.010_perturbed.cif,-2944711.0176086426,-2932531.6313952208,12179.386213421822,34.582104066985615,53.04537497411294,360.29741456215925
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0078_strain+0.015_perturbed.cif,-2949163.055419922,-2937174.5833857274,11988.472034194507,33.767446114637785,52.27458270233889,304.86085131316986
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0078_strain-0.010_perturbed.cif,-2916504.907608032,-2903983.807301294,12521.100306738168,38.191991640564495,57.36309605019519,355.1781114724017
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0078_strain-0.015_perturbed.cif,-2906423.020362854,-2893951.7663251027,12471.25403775135,39.544579355588134,58.43276725435263,378.19088723100003
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0094_strain+0.010_perturbed.cif,-2979196.9299316406,-2967986.219338025,11210.710593615659,29.091247929696507,45.35482519052488,361.38932680657217
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0094_strain+0.015_perturbed.cif,-2983730.5068969727,-2972800.6338397684,10929.873057204299,28.725346541267687,44.50606948214908,359.2765694117945
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0094_strain-0.010_perturbed.cif,-2951417.827606201,-2939193.077356729,12224.750249471981,34.02179739494729,53.32883761094015,484.19443475132607
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0094_strain-0.015_perturbed.cif,-2941647.505760193,-2929240.1858286466,12407.319931546226,36.714368519820304,57.53137185732491,453.4691057778591
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0097_strain+0.010_perturbed.cif,-2985749.673843384,-2974632.8366103405,11116.837233043276,28.464274630449825,43.298521936158515,275.7957517758473
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0097_strain+0.015_perturbed.cif,-2990080.690383911,-2979229.456124682,10851.234259229153,28.166444493648477,43.33704932144773,273.51524789627535
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0097_strain-0.010_perturbed.cif,-2958932.948112488,-2946892.7507995684,12040.197312919423,33.84416272358798,52.31575151560498,330.81280594530585
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0097_strain-0.015_perturbed.cif,-2949488.9974594116,-2937294.8020482725,12194.195411139168,35.766626584697896,55.88188522528416,406.1402732350075
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0120_strain+0.010_perturbed.cif,-3041249.2990493774,-3030545.162266353,10704.136783024296,26.61715007714847,42.4539949107407,444.7596074439132
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0120_strain+0.015_perturbed.cif,-3045598.340034485,-3035104.5770127675,10493.763021717314,25.583547284385208,41.251633226121704,475.98060069015287
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0120_strain-0.010_perturbed.cif,-3015629.9114227295,-3003965.5611150665,11664.350307662971,28.532391964107486,43.61031427152334,299.4469379754067
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0120_strain-0.015_perturbed.cif,-3006859.7316741943,-2994985.679671343,11874.052002851386,30.29384967573756,46.889112981755524,372.6915793667813
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0154_strain+0.010_perturbed.cif,-3113731.813430786,-3104857.347110723,8874.466320062988,19.49554242242863,28.19949245617853,163.97600687946485
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0154_strain+0.015_perturbed.cif,-3117630.0287246704,-3108864.2134866966,8765.815237973817,19.51278105449845,28.396266133697637,160.70477415649566
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0154_strain-0.010_perturbed.cif,-3089969.801902771,-3080557.6314451173,9412.170457653701,22.395520108324526,32.21205206611981,305.1828629509323
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0154_strain-0.015_perturbed.cif,-3081906.223297119,-3072323.124327493,9583.09896962624,23.88825953684035,34.548054312025755,308.3640439026849
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0160_strain+0.010_perturbed.cif,-3117133.927345276,-3108399.3208936006,8734.606451675296,21.52669566241739,32.34084308755624,232.77140670270614
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0160_strain+0.015_perturbed.cif,-3121366.4531707764,-3112696.679518936,8669.773651840165,21.15793457361094,32.265163730927014,222.44577327646653
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0160_strain-0.010_perturbed.cif,-3092275.643348694,-3083018.069105543,9257.574243150651,23.095396486130294,33.463173467316494,274.0593172371601
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0160_strain-0.015_perturbed.cif,-3083877.968788147,-3074486.830277863,9391.138510284014,24.148005921313473,35.18641305468755,275.6904526397018
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0194_strain+0.010_perturbed.cif,-3107672.381401062,-3098604.113108566,9068.26829249598,22.52968369482835,36.99691791056229,378.68613974826394
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0194_strain+0.015_perturbed.cif,-3113230.1330566406,-3104299.98231979,8930.150736850686,22.27276502893798,36.15739166169547,358.6422369166712
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0194_strain-0.010_perturbed.cif,-3075989.9139404297,-3066702.7709815884,9287.142958841287,26.59610217493789,42.34171276397711,362.70059219054315
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0194_strain-0.015_perturbed.cif,-3065634.870529175,-3056358.062745712,9276.807783462573,27.70581368826829,44.29233452371926,397.8477444493749
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0197_strain+0.010_perturbed.cif,-3102483.2725524902,-3093244.781344256,9238.491208234336,22.36434279324363,34.19661970075778,294.2856445591583
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0197_strain+0.015_perturbed.cif,-3108195.948600769,-3099129.483405472,9066.465195297264,21.69559964951079,32.95502961364515,268.05815755390813
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0197_strain-0.010_perturbed.cif,-3070315.2179718018,-3060748.6122203115,9566.60575149022,26.1921700289453,39.21064526143393,212.56997904935963
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0197_strain-0.015_perturbed.cif,-3059868.335723877,-3050307.7248488264,9560.610875050537,27.212684913571458,40.756662580810406,245.24765782653571
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0013_strain+0.010_perturbed.cif,-3114528.8286209106,-3102497.5296505145,12031.298970396165,35.18310215297947,52.58362447096384,285.3385646977458
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0013_strain+0.015_perturbed.cif,-3113667.603492737,-3101771.097703022,11896.505789714865,34.64508523248699,51.91762931450205,261.4899236001226
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0013_strain-0.010_perturbed.cif,-3101971.6186523438,-3089626.4563436853,12345.162308658473,35.514396517776916,53.04309827056936,297.79072297419737
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0013_strain-0.015_perturbed.cif,-3094329.614639282,-3081886.7244945723,12442.890144709963,37.12073467640145,55.08089699667826,336.9434004387904
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0016_strain+0.010_perturbed.cif,-3115308.162689209,-3103329.8747171066,11978.287972102407,33.98727673639738,51.67129294006952,289.7624305236068
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0016_strain+0.015_perturbed.cif,-3114470.5839157104,-3102607.8251146246,11862.758801085874,35.2198005626355,53.1869701447006,301.57372620089484
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0016_strain-0.010_perturbed.cif,-3102747.7169036865,-3090375.424969534,12372.2919341526,35.08740855900863,52.0711577582204,243.82462579759044
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0016_strain-0.015_perturbed.cif,-3095013.1187438965,-3082497.5067055784,12515.612038318068,36.67631565780008,55.1171329073873,303.41926049059145
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0028_strain+0.010_perturbed.cif,-3123322.534561157,-3111196.8107981957,12125.72376296157,33.61939557672362,50.42088080143768,315.75115939043326
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0028_strain+0.015_perturbed.cif,-3122916.563987732,-3110930.994996452,11985.56899128016,35.06252523085784,52.88539150833239,343.0235041516693
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0028_strain-0.010_perturbed.cif,-3109158.6170196533,-3096753.7765289308,12404.840490722563,35.695447469790615,53.32280568658109,300.5357586627671
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0028_strain-0.015_perturbed.cif,-3101099.4415283203,-3088602.7986638364,12496.642864483874,37.79494549591881,57.0647673549618,332.0935341832005
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0034_strain+0.010_perturbed.cif,-3126735.8236312866,-3114732.006739301,12003.81689198548,32.52893442556473,48.45115631093423,254.0056389748222
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0034_strain+0.015_perturbed.cif,-3126557.3558807373,-3114625.8686098154,11931.487270921934,33.2145510347705,49.86755159424808,268.72795661402324
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0034_strain-0.010_perturbed.cif,-3112222.4378585815,-3099917.424339277,12305.013519304339,34.70269573545069,52.57640277075145,312.6551301605871
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0034_strain-0.015_perturbed.cif,-3104303.8959503174,-3091858.394861163,12445.501089154277,36.34565753174506,55.19283712634151,338.7717182897213
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0038_strain+0.010_perturbed.cif,-3131406.849861145,-3119407.008064096,11999.841797049157,32.871439720271944,50.07620810817955,291.7274991991734
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0038_strain+0.015_perturbed.cif,-3131367.2733306885,-3119520.618307928,11846.655022760388,33.13080520103678,50.18465424372131,252.72299745611133
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0038_strain-0.010_perturbed.cif,-3116009.588241577,-3103704.593670147,12304.994571430143,35.00047301891767,52.76013457061874,294.9075471027329
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0038_strain-0.015_perturbed.cif,-3107885.696411133,-3095448.3737539267,12437.322657206096,36.086808485174366,54.412964890327764,338.50762302085735
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0042_strain+0.010_perturbed.cif,-3132497.320175171,-3120672.027115943,11825.293059227988,32.40585740301493,48.57996872785391,262.10721604265905
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0042_strain+0.015_perturbed.cif,-3132346.730232239,-3120634.042767866,11712.68746437272,33.419972149085915,50.534218498927,320.66120598057506
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0042_strain-0.010_perturbed.cif,-3117412.190437317,-3105288.0154277664,12124.175009550527,32.95077641991385,49.567201993884915,436.2583230249654
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0042_strain-0.015_perturbed.cif,-3109237.52117157,-3097033.6906392477,12203.830532322172,33.970642685364055,51.16559901070941,367.3685043184348
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0048_strain+0.010_perturbed.cif,-3138065.414428711,-3126585.7690400444,11479.64538866654,33.35726098724139,49.76108948843802,275.1178912776891
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0048_strain+0.015_perturbed.cif,-3138434.7953796387,-3127016.7265515774,11418.068828061223,33.8277426183187,50.99213067064627,241.803110225761
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0048_strain-0.010_perturbed.cif,-3122104.6228408813,-3110248.634909687,11855.98793119425,34.66310286953979,52.104637696530126,266.2419396577944
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0048_strain-0.015_perturbed.cif,-3114002.635002136,-3101973.878483812,12028.756518324371,37.09357962959597,55.75352694120744,374.92534939055236
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0063_strain+0.010_perturbed.cif,-3153222.7277755737,-3141783.2414543955,11439.486321178265,30.309997694159243,46.23076459083621,253.99799207165472
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0063_strain+0.015_perturbed.cif,-3154283.5779190063,-3142925.9827521164,11357.59516688995,30.692266547905174,46.74267935043899,259.56210451313666
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0063_strain-0.010_perturbed.cif,-3134295.4387664795,-3122454.2822536314,11841.156512848102,32.730510047761115,50.13498001225652,359.40302813358096
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0063_strain-0.015_perturbed.cif,-3125377.278327942,-3113404.064544011,11973.213783930987,34.21195417936618,51.87746426220485,371.0683245732461
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0065_strain+0.010_perturbed.cif,-3157251.319885254,-3145849.7654355015,11401.554449752439,30.62289103054092,46.29982865044804,278.3108776739534
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0065_strain+0.015_perturbed.cif,-3158350.7509231567,-3147005.9890515986,11344.761871558148,31.017963740235444,46.86363106571292,297.4605543378743
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0065_strain-0.010_perturbed.cif,-3138178.419113159,-3126228.2989469822,11950.12016617693,32.430258651183976,49.17375384692762,363.392901514532
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0065_strain-0.015_perturbed.cif,-3129177.123069763,-3116999.985396862,12177.137672901154,35.29868202087555,53.59212717226889,263.90801620042396
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0071_strain+0.010_perturbed.cif,-3164121.208190918,-3152607.0350349764,11514.173155941535,30.47268793168868,46.59639689092468,274.28261156643083
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0071_strain+0.015_perturbed.cif,-3165068.555831909,-3153657.484981464,11411.070850444958,30.803764857165916,47.08745304198872,258.6085142533843
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0071_strain-0.010_perturbed.cif,-3145974.995613098,-3133846.907003899,12128.08860919904,32.74141074170117,50.623499661859114,294.39354101374806
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0071_strain-0.015_perturbed.cif,-3137278.8619995117,-3125007.253236894,12271.608762617689,35.069581374441526,54.02529137124745,331.62936984585986
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0082_strain+0.010_perturbed.cif,-3175241.7154312134,-3163695.986666484,11545.728764729574,29.359653458476004,45.79402412184346,264.6230854681444
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0082_strain+0.015_perturbed.cif,-3176400.884628296,-3164951.1134580243,11449.77117027156,29.836992070641486,46.38487051938921,324.5264450760276
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0082_strain-0.010_perturbed.cif,-3157279.197692871,-3145267.946480948,12011.251211923081,32.05024412481179,49.07537000049471,253.82172154935074
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0082_strain-0.015_perturbed.cif,-3148699.8023986816,-3136526.4824869228,12173.319911758881,33.04610813241031,51.28088873513462,311.0353911408954
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0097_strain+0.010_perturbed.cif,-3196599.8497009277,-3185065.7015537145,11534.148147213273,28.47057822620281,45.361379061238694,257.66287088304193
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0097_strain+0.015_perturbed.cif,-3198333.251953125,-3186847.062368761,11486.189584364183,28.048541499276432,44.02644740932043,234.95873995863178
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0097_strain-0.010_perturbed.cif,-3176146.499633789,-3164236.2459508586,11910.253682930488,30.472362902184933,47.55623938245648,285.3133875890012
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0097_strain-0.015_perturbed.cif,-3167232.321739197,-3155129.4345921488,12102.887147048023,32.234549533214896,50.824312648008544,293.98690940638613
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0124_strain+0.010_perturbed.cif,-3227465.560913086,-3216181.1444893247,11284.416423761286,26.519391826111924,42.1876041169711,269.0484294378059
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0124_strain+0.015_perturbed.cif,-3229630.5713653564,-3218408.340785769,11222.230579587631,26.09989612382137,41.67845139364288,230.63360339114604
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0124_strain-0.010_perturbed.cif,-3206590.061187744,-3194829.12651042,11760.934677324258,28.130062695135326,43.82404383677465,268.31586240838453
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0124_strain-0.015_perturbed.cif,-3197904.6306610107,-3185883.250249375,12021.380411635619,30.70154424302833,48.83722468696193,330.93113911596197
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0144_strain+0.010_perturbed.cif,-3250187.4675750732,-3238783.8980698725,11403.569505200721,24.550956642467213,40.348244036362594,266.3843561580914
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0144_strain+0.015_perturbed.cif,-3252557.081222534,-3241265.6656646286,11291.415557905566,24.269958969336493,39.55433124085231,229.2535619147876
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0144_strain-0.010_perturbed.cif,-3229266.6664123535,-3217412.1772055514,11854.4892068021,27.884810529266364,45.6945417779899,352.38726520440673
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0144_strain-0.015_perturbed.cif,-3220811.725616455,-3208818.3832983486,11993.342318106443,28.717548343494776,46.61011322439786,335.0473383431603
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0150_strain+0.010_perturbed.cif,-3257060.8406066895,-3245485.3288512095,11575.511755479965,24.75093987271379,39.55245520743777,295.70612414741555
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0150_strain+0.015_perturbed.cif,-3259329.8950195312,-3247872.0239195973,11457.871099933982,24.945837418931813,40.35070219311054,291.24053355924536
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0150_strain-0.010_perturbed.cif,-3236536.8003845215,-3224509.6024555387,12027.197928982787,27.77078599149234,45.700204758703784,361.7160005769033
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0150_strain-0.015_perturbed.cif,-3228209.5499038696,-3216047.9632237693,12161.5866801003,29.188714847814893,47.58028556706766,421.1253682715908
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0155_strain+0.010_perturbed.cif,-3264517.9052352905,-3252704.6932282974,11813.212006993126,24.69857100412539,40.202941316277474,224.73535803892798
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0155_strain+0.015_perturbed.cif,-3267126.2226104736,-3255396.4514763793,11729.771134094335,24.926378908479784,40.99032221819401,331.44938073968865
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0155_strain-0.010_perturbed.cif,-3242821.005821228,-3230700.630189327,12120.37563190097,27.653728671160415,46.06906682624228,327.78425286623417
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0155_strain-0.015_perturbed.cif,-3234249.824523926,-3221991.6917057126,12258.132818213198,28.061156277313607,46.24313794394812,305.93649994921293
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0178_strain+0.010_perturbed.cif,-3288243.661880493,-3275809.0633865795,12434.598493913654,23.48103922871349,38.7732296726114,317.5705667008285
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0178_strain+0.015_perturbed.cif,-3291638.282775879,-3279280.584861641,12357.697914238088,23.08455326716138,37.81097726465912,315.12904039545964
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0178_strain-0.010_perturbed.cif,-3265206.13861084,-3252351.5843159985,12854.554294841364,26.076204288855,43.13270454944058,313.09248589015397
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0178_strain-0.015_perturbed.cif,-3256605.3371429443,-3243679.5063682366,12925.83077470772,28.054734136171763,46.23816347707155,431.23598461133986
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0010_strain+0.010_perturbed.cif,-3101765.2730941772,-3090129.6982035856,11635.57489059167,35.83419958051503,52.788852669807206,274.3413786665427
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0010_strain+0.015_perturbed.cif,-3101000.873565674,-3089540.838488494,11460.035077179782,35.55865334815564,52.77330578311685,273.49733907197987
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0010_strain-0.010_perturbed.cif,-3089245.6483840942,-3077180.997155141,12064.651228953153,37.32522731480781,56.05474131707301,312.4607566579531
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0010_strain-0.015_perturbed.cif,-3081712.1686935425,-3069589.3261297606,12122.842563781887,38.93510353064676,57.65176059732948,296.8111807118455
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0066_strain+0.010_perturbed.cif,-3148868.3137893677,-3137805.7913299417,11062.522459425963,32.595940384408365,49.327820717790495,242.3148995823678
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0066_strain+0.015_perturbed.cif,-3150613.1658554077,-3139615.575324744,10997.590530663729,32.319515216544815,48.748189246148705,272.68320037698743
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0066_strain-0.010_perturbed.cif,-3127985.8446121216,-3116438.427448098,11547.4171640235,35.83860907549349,55.22010391622794,343.194898629469
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0066_strain-0.015_perturbed.cif,-3118570.1150894165,-3106832.9005261185,11737.21456329804,37.50922665935769,57.60414903932361,348.09048977761586
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0106_strain+0.010_perturbed.cif,-3194234.7164154053,-3183093.327650742,11141.388764663134,27.950957027507876,44.141131328581,323.1629307994265
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0106_strain+0.015_perturbed.cif,-3196746.208190918,-3185706.5699580708,11039.63823284721,27.763145146085552,43.90327672888284,296.2040892330588
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0106_strain-0.010_perturbed.cif,-3171747.7798461914,-3160064.131215506,11683.648630685639,31.372581650625616,49.1854223069571,306.37665331355356
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0106_strain-0.015_perturbed.cif,-3162414.439201355,-3150634.754802857,11779.68439849792,33.23315353854314,52.75416245635844,305.4337534332267
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0119_strain+0.010_perturbed.cif,-3207628.758430481,-3196551.056007098,11077.702423383016,28.083572289925073,45.05932049838132,372.5301565446639
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0119_strain+0.015_perturbed.cif,-3210081.756591797,-3199062.512273027,11019.244318769779,27.603661140528832,43.56004338792455,236.0573094799854
