file,num_atoms,energy_chgnet_meV_per_atom,energy_mace_meV_per_atom,delta_E_meV_per_atom,force_mae_meV_per_A,force_rmse_meV_per_A,force_max_abs_meV_per_A
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0046_strain-0.015_perturbed.cif,600,-4298.242568969727,-4289.921467865254,8.321101104472291,12.137936913766268,17.812510815208,113.57862795129137
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0048_strain+0.010_perturbed.cif,600,-4304.893493652344,-4296.740418073168,8.153075579175493,11.20982181299099,16.80559561340996,126.86419280977162
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0048_strain+0.015_perturbed.cif,600,-4303.295135498047,-4295.1632796932245,8.131855804822408,11.415070307835407,17.332434397832376,118.5076070751586
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0048_strain-0.010_perturbed.cif,600,-4301.290035247803,-4292.993021158569,8.297014089233926,11.705528758839051,17.142453601308663,98.82704083894865
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0048_strain-0.015_perturbed.cif,600,-4297.55973815918,-4289.1723269457,8.387411213479936,12.364667005614441,17.85751555836775,102.66996417726966
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0051_strain+0.010_perturbed.cif,600,-4305.337905883789,-4297.196646710557,8.141259173232356,12.241477370612188,18.62045248688143,115.7807166992865
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0051_strain+0.015_perturbed.cif,600,-4303.531646728516,-4295.4233786883315,8.108268040184157,12.211422650936639,18.700904506136954,109.21596745757657
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0051_strain-0.010_perturbed.cif,600,-4302.112102508545,-4293.793347754205,8.318754754340262,12.541719378216124,18.638320239275355,151.9835807703043
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0051_strain-0.015_perturbed.cif,600,-4298.445224761963,-4290.040724516293,8.404500245669624,13.09846479045749,19.465252492412024,160.96986904221717
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0085_strain+0.010_perturbed.cif,600,-4308.8788986206055,-4300.63474859955,8.244150021055248,11.695278991951469,17.430659191274096,106.73542310777768
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0085_strain+0.015_perturbed.cif,600,-4306.878089904785,-4298.662558568758,8.215531336027198,11.913826388250374,17.98429982637627,98.80028606195992
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0085_strain-0.010_perturbed.cif,600,-4306.585788726807,-4298.211502214496,8.374286512310391,12.542336086358675,18.633873279470254,121.94509203235111
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0085_strain-0.015_perturbed.cif,600,-4303.200721740723,-4294.7792870247695,8.421434715953183,13.08972303774541,19.422737711756675,124.25097348534376
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0100_strain+0.010_perturbed.cif,600,-4308.164596557617,-4300.004417859115,8.160178698502023,11.630200231694609,17.5281873786922,121.33202003210727
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0100_strain+0.015_perturbed.cif,600,-4305.825233459473,-4297.704274200369,8.120959259103984,11.556918246185244,17.435910776629218,100.41580050491007
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0100_strain-0.010_perturbed.cif,600,-4306.941509246826,-4298.675789952297,8.265719294528935,12.484002562005914,18.28119466714574,124.18523845577982
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0100_strain-0.015_perturbed.cif,600,-4303.824424743652,-4295.492900879423,8.331523864228984,12.924648199244338,19.047838363104997,151.28427468006703
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0107_strain+0.010_perturbed.cif,600,-4306.923866271973,-4298.872282202404,8.05158406956889,11.918361907854948,17.85254392612735,122.6793236608645
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0107_strain+0.015_perturbed.cif,600,-4304.725170135498,-4296.716034465305,8.009135670193245,11.881809980918534,18.11044868469221,113.34040479492796
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0107_strain-0.010_perturbed.cif,600,-4304.8810958862305,-4296.678140587659,8.202955298571396,12.96492975341101,19.495128780080123,125.50512958795605
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0107_strain-0.015_perturbed.cif,600,-4301.575660705566,-4293.323484593857,8.25217611170956,13.387186796997517,19.992778395380828,130.44224115723807
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0130_strain+0.010_perturbed.cif,600,-4305.996894836426,-4298.034782836621,7.96211199980462,11.288791270552482,17.61266511401142,123.58264600061551
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0130_strain+0.015_perturbed.cif,600,-4302.79016494751,-4294.943165134367,7.846999813143157,11.930868149556932,19.02665593521718,123.21657749228359
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0130_strain-0.010_perturbed.cif,600,-4308.104515075684,-4299.840906959774,8.263608115909847,11.651382010532906,17.71074934728962,133.11556697306878
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0130_strain-0.015_perturbed.cif,600,-4305.778503417969,-4297.4473695289635,8.331133889005287,12.498288623857079,19.3946574521775,166.33724819517124
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0141_strain+0.010_perturbed.cif,600,-4304.439544677734,-4296.620364191088,7.819180486646474,11.787127643146054,17.942545314657014,157.8837994614639
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0141_strain+0.015_perturbed.cif,600,-4301.231384277344,-4293.532939456491,7.698444820853183,11.835407664282437,17.99919492402089,126.02455661329992
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0141_strain-0.010_perturbed.cif,600,-4306.623458862305,-4298.459942658858,8.163516203446306,12.434231363310614,19.102095560239547,134.06913598361143
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0141_strain-0.015_perturbed.cif,600,-4304.292678833008,-4296.033732430078,8.258946402929723,12.72744355405549,19.469959602737685,127.96203481823181
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0176_strain+0.010_perturbed.cif,600,-4302.659511566162,-4295.210485442221,7.449026123940712,11.636480288359639,18.014089199379843,103.56443848746157
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0176_strain+0.015_perturbed.cif,600,-4298.898696899414,-4291.6044304563065,7.294266443107517,11.81357014422651,18.1680475654311,102.59010417444526
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0176_strain-0.010_perturbed.cif,600,-4307.285308837891,-4299.369648348414,7.915660489476977,12.357680153825896,19.63036851891276,126.55941037781827
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0176_strain-0.015_perturbed.cif,600,-4305.590629577637,-4297.553448081259,8.037181496377343,13.12408177861245,20.8578871098815,130.76757408462794
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0179_strain+0.010_perturbed.cif,600,-4301.9232749938965,-4294.469681500002,7.453593493894914,11.194055468246237,17.07603251261528,104.75727998431057
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0179_strain+0.015_perturbed.cif,600,-4298.087120056152,-4290.788571246521,7.298548809631029,11.321061327534604,17.162081539319857,109.43443632998822
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0179_strain-0.010_perturbed.cif,600,-4306.72550201416,-4298.791405216762,7.934096797398524,12.692094959432138,19.80407614486917,117.11407859580913
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0179_strain-0.015_perturbed.cif,600,-4305.171489715576,-4297.114195046694,8.057294668882605,12.819381949619437,19.928794721569233,121.80383350245575
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0182_strain+0.010_perturbed.cif,600,-4299.91340637207,-4292.472718834858,7.440687537212398,12.118701367168915,19.072405225666014,115.94881306312348
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0182_strain+0.015_perturbed.cif,600,-4295.942783355713,-4288.662419227816,7.2803641278969735,12.455162335560983,19.41974020653509,120.45590321327462
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0182_strain-0.010_perturbed.cif,600,-4305.264472961426,-4297.374642337284,7.889830624141723,13.204602082890403,20.63439564727783,151.0034687721598
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0182_strain-0.015_perturbed.cif,600,-4303.89928817749,-4295.89669817787,8.002589999619886,13.547718916282319,21.49217769798384,180.63665215300773
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0183_strain+0.010_perturbed.cif,600,-4299.878120422363,-4292.423521486587,7.45459893577663,11.944619214092665,18.87782253347907,125.1487663848076
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0183_strain+0.015_perturbed.cif,600,-4295.810222625732,-4288.531834105088,7.278388520644512,12.070848824817883,19.11958104330687,128.0730639327993
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0183_strain-0.010_perturbed.cif,600,-4305.661201477051,-4297.743635892596,7.917565584454678,12.6760746917113,20.313043833835618,151.70975592040918
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0183_strain-0.015_perturbed.cif,600,-4304.310321807861,-4296.271033427911,8.039288379950449,13.19811107314304,21.247928774808464,181.46623287972898
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0002_strain+0.010_perturbed.cif,600,-4312.739849090576,-4304.462517621141,8.277331469435012,11.131123654420392,16.336461742341356,92.6932356514609
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0002_strain+0.015_perturbed.cif,600,-4311.667919158936,-4303.392025312836,8.27589384609928,11.288832596097564,16.73842823572588,86.40622111741851
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0002_strain-0.010_perturbed.cif,600,-4306.778430938721,-4298.318590580748,8.459840357973007,11.822484245651117,17.192417059820304,133.53690464365218
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0002_strain-0.015_perturbed.cif,600,-4302.541732788086,-4293.999850287364,8.54188250072184,11.98337745534799,17.34738098403506,131.65405359850655
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0013_strain+0.010_perturbed.cif,600,-4296.034336090088,-4287.773109797611,8.26122629247675,11.714388771395615,17.355636516796334,92.99095264842327
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0013_strain+0.015_perturbed.cif,600,-4295.164585113525,-4286.912524730044,8.252060383480966,11.80139908464151,17.37432785397749,93.95648121809143
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0013_strain-0.010_perturbed.cif,600,-4289.051532745361,-4280.66833578705,8.3831969583116,12.561383967705353,18.39147832701808,120.65020885518254
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0013_strain-0.015_perturbed.cif,600,-4284.481525421143,-4276.057482881976,8.424042539166294,13.57419091855154,19.661451220657206,168.25942801457165
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0051_strain+0.010_perturbed.cif,600,-4295.474052429199,-4287.241084263951,8.232968165248167,11.760365470840863,17.615195807046323,105.62151201129197
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0051_strain+0.015_perturbed.cif,600,-4293.733596801758,-4285.5154333170985,8.218163484659271,12.308533726095956,18.220511288531558,109.72855280256505
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0051_strain-0.010_perturbed.cif,600,-4292.210102081299,-4283.920580253664,8.289521827634417,12.528113827087733,18.24431576803593,134.93567694651287
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0051_strain-0.015_perturbed.cif,600,-4288.670063018799,-4280.329305581303,8.340757437495995,12.785094924763257,18.740399939837975,149.5248919710591
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0059_strain+0.010_perturbed.cif,600,-4296.6461181640625,-4288.48555489157,8.160563272492254,12.520367510168652,19.41307703456286,184.67877824545747
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0059_strain+0.015_perturbed.cif,600,-4295.042514801025,-4286.909207887511,8.133306913514389,12.745793871199842,19.92212341337152,199.0698023234628
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0059_strain-0.010_perturbed.cif,600,-4292.5825119018555,-4284.264960662015,8.317551239840213,12.975835664110576,19.509202243365852,122.02706203822777
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0059_strain-0.015_perturbed.cif,600,-4288.626194000244,-4280.237079533738,8.389114466505816,13.628366336000363,20.16609768585775,127.10489317301699
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0072_strain+0.010_perturbed.cif,600,-4295.926094055176,-4287.701793804008,8.224300251167733,12.775241957888847,19.04391554351894,142.75954272207113
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0072_strain+0.015_perturbed.cif,600,-4293.580055236816,-4285.429548551425,8.15050668539152,13.048232277102565,19.740176926865814,132.15305067082173
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0072_strain-0.010_perturbed.cif,600,-4294.493198394775,-4286.066794252207,8.426404142568572,12.897317737832227,18.61330865412984,135.06282740682363
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0072_strain-0.015_perturbed.cif,600,-4291.411399841309,-4282.929186352946,8.482213488362504,13.539443239987714,19.72065764809482,146.7119132959949
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0076_strain+0.010_perturbed.cif,600,-4295.538902282715,-4287.2380365895515,8.30086569316336,12.043028915756215,18.199865489540173,99.29543130560583
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0076_strain+0.015_perturbed.cif,600,-4293.309211730957,-4285.04388612695,8.265325604006648,12.12829933969221,18.152837492588315,94.92465892775363
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0076_strain-0.010_perturbed.cif,600,-4293.840408325195,-4285.406259386412,8.434148938783437,13.086176515896222,19.031125728640035,100.54450873074751
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0076_strain-0.015_perturbed.cif,600,-4290.56453704834,-4282.0691282420985,8.495408806241358,13.705094634406572,19.814862879836973,116.315488997182
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0080_strain+0.010_perturbed.cif,600,-4296.318531036377,-4287.966867908399,8.3516631279781,12.90693840230281,19.40903881569395,125.49618471705071
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0080_strain+0.015_perturbed.cif,600,-4294.153213500977,-4285.8463943272845,8.30681917369202,12.843247842470603,19.661813105007894,117.95878067532283
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0080_strain-0.010_perturbed.cif,600,-4294.445037841797,-4285.925187936712,8.519849905084811,13.042650387584173,19.165212111822985,168.3830402964457
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0080_strain-0.015_perturbed.cif,600,-4291.123867034912,-4282.540779556487,8.583087478425114,13.441402102413868,19.89868551003295,183.61570662825454
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0136_strain+0.010_perturbed.cif,600,-4291.790008544922,-4283.872376599272,7.9176319456501005,13.193708444515398,20.755016169388004,166.15867211579246
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0136_strain+0.015_perturbed.cif,600,-4288.393974304199,-4280.601355177884,7.792619126315003,13.272109654179722,21.340127359644935,149.262229874019
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0136_strain-0.010_perturbed.cif,600,-4295.060634613037,-4286.829120502274,8.231514110762873,13.191042794264636,20.698051020274757,120.35213123041746
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0136_strain-0.015_perturbed.cif,600,-4293.135643005371,-4284.80603484335,8.329608162021032,13.424869738132964,21.02969926622991,127.44881329099098
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0147_strain+0.010_perturbed.cif,600,-4293.295383453369,-4285.463953649305,7.831429804064101,11.975478607775262,18.725315992782495,148.0877934001693
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0147_strain+0.015_perturbed.cif,600,-4289.734363555908,-4282.031866730443,7.7024968254654596,12.442420556747859,19.246598588108164,149.9864717174487
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0147_strain-0.010_perturbed.cif,600,-4296.77677154541,-4288.567315713153,8.209455832256936,12.63172978631862,19.52642380896574,142.74237575373786
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0147_strain-0.015_perturbed.cif,600,-4294.7678565979,-4286.461771829975,8.306084767925313,13.04628399110255,19.94944869775685,129.82249971763167
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0148_strain+0.010_perturbed.cif,600,-4292.778491973877,-4284.913607589115,7.864884384762263,12.184217599686518,18.843233913736142,145.67008269336662
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0148_strain+0.015_perturbed.cif,600,-4289.211750030518,-4281.472019995174,7.7397300353432,12.685656211058873,19.568819909814692,144.5303105281771
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0148_strain-0.010_perturbed.cif,600,-4296.369552612305,-4288.183349228444,8.18620338386063,12.745783924464368,19.68056250049363,140.8858915081148
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0148_strain-0.015_perturbed.cif,600,-4294.427871704102,-4286.149308229699,8.27856347440229,13.068918885574156,20.158595358229952,137.92621371895598
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0153_strain+0.010_perturbed.cif,600,-4290.52734375,-4282.698493268399,7.828850481600966,12.647681793359517,19.906315216099795,135.69121077189226
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0153_strain+0.015_perturbed.cif,600,-4286.884307861328,-4279.198865023645,7.6854428376827855,12.731355804117369,19.985719985707277,138.65391086904387
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0153_strain-0.010_perturbed.cif,600,-4294.6906089782715,-4286.514225059703,8.176383918568717,13.758519972151326,21.178457178255037,143.9714677971824
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0153_strain-0.015_perturbed.cif,600,-4292.914867401123,-4284.680595799048,8.234271602074841,14.486001287249387,22.528407183703006,137.81359173752782
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0160_strain+0.010_perturbed.cif,600,-4289.467811584473,-4281.870675942579,7.597135641894056,12.702830301965056,19.053006592994613,98.91108280028675
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0160_strain+0.015_perturbed.cif,600,-4285.879611968994,-4278.421257500498,7.458354468496509,12.88827809822589,19.557846036413064,98.10486232103062
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0160_strain-0.010_perturbed.cif,600,-4293.5686111450195,-4285.57159926524,7.997011879779166,13.326359025068717,21.32540265242397,208.2165424257073
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0160_strain-0.015_perturbed.cif,600,-4291.816234588623,-4283.704301720718,8.111932867905125,14.014647011982662,22.81460460885694,240.3337383895132
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0173_strain+0.010_perturbed.cif,600,-4287.668228149414,-4280.158423522323,7.509804627091398,13.213807665040706,20.65372787785544,122.84863960746907
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0173_strain+0.015_perturbed.cif,600,-4283.5798263549805,-4276.2264640330495,7.353362321930945,13.408207581513873,20.726700583445904,112.13463018815162
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0173_strain-0.010_perturbed.cif,600,-4293.317794799805,-4285.401094281794,7.916700518010657,12.963518908558294,20.13444443318657,153.27380571969508
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0173_strain-0.015_perturbed.cif,600,-4291.886329650879,-4283.858467268874,8.027862382004969,13.390782455626724,20.896343895001305,155.06390300866468
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0183_strain+0.010_perturbed.cif,600,-4286.707878112793,-4279.107755458778,7.60012265401474,12.992648978635168,19.85030377826028,114.0413143896144
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0183_strain+0.015_perturbed.cif,600,-4282.483100891113,-4275.044995605858,7.438105285255006,12.998135453061792,19.90012716219665,115.0229383418366
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0183_strain-0.010_perturbed.cif,600,-4292.932510375977,-4284.904939847425,8.027570528551223,13.527926675209953,21.645500384901037,147.78096626259457
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0183_strain-0.015_perturbed.cif,600,-4291.695117950439,-4283.5665589718465,8.128558978592991,13.940875619907233,22.315679042399548,179.1873946932676
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0189_strain+0.010_perturbed.cif,600,-4286.714553833008,-4279.1472964399145,7.567257393093314,13.959878547674307,21.92975729020174,118.78771418930751
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0189_strain+0.015_perturbed.cif,600,-4282.905578613281,-4275.468467870039,7.437110743242556,13.86965223318457,21.842696717594983,138.19186177903785
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0189_strain-0.010_perturbed.cif,600,-4291.575908660889,-4283.637175599239,7.938733061650055,15.316134625481366,25.772238071408502,254.47925850624324
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0189_strain-0.015_perturbed.cif,600,-4290.024757385254,-4281.991137888253,8.033619497000473,16.01929499025129,27.244605855293237,302.57117391144766
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0200_strain+0.010_perturbed.cif,600,-4286.239147186279,-4278.857053474785,7.382093711494235,13.956495325984369,22.349197132407795,187.8762394989269
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0200_strain+0.015_perturbed.cif,600,-4281.599998474121,-4274.426868895534,7.173129578586668,14.211078247490413,22.966235992448148,194.20356662507288
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0200_strain-0.010_perturbed.cif,600,-4294.586658477783,-4286.6343284504055,7.952330027377684,13.080767825126436,20.62030204615517,135.86529768911896
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0200_strain-0.015_perturbed.cif,600,-4293.865203857422,-4285.782338658658,8.082865198764011,13.578677551512861,20.90075873767115,131.64756665899654
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0005_strain+0.010_perturbed.cif,852,-3537.7819538116455,-3528.44565363453,9.33630017711539,12.047232694176381,16.515343181672726,88.44191343205912
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0005_strain+0.015_perturbed.cif,852,-3539.285659790039,-3529.916007277715,9.369652512324137,12.01623711124577,16.73325432667131,92.20215901301708
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0005_strain-0.010_perturbed.cif,852,-3523.4909057617188,-3514.4132144019927,9.077691359726032,13.162529228396727,18.04343371695037,105.4181618064627
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0005_strain-0.015_perturbed.cif,852,-3517.728567123413,-3508.681683877017,9.046883246396192,13.679116813011083,18.718018590256037,130.44917984675786
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0012_strain+0.010_perturbed.cif,852,-3541.109085083008,-3531.6382135165377,9.470871566470123,12.067322014954192,16.72672158996278,138.61308408503652
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0012_strain+0.015_perturbed.cif,852,-3542.323112487793,-3532.8439952512344,9.479117236558523,11.959003792601544,16.929100886001347,152.24988493935777
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0012_strain-0.010_perturbed.cif,852,-3527.7936458587646,-3518.6227908139153,9.170855044849304,12.894822360100335,17.969304617693794,140.83604750983557
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0012_strain-0.015_perturbed.cif,852,-3522.2721099853516,-3513.1679841505043,9.10412583484731,13.493362744487921,19.013606000108478,162.42946508826913
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0016_strain+0.010_perturbed.cif,852,-3541.2991046905518,-3531.8696276981814,9.429476992370383,12.171740691602722,18.13919958807812,171.3071836867175
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0016_strain+0.015_perturbed.cif,852,-3542.513847351074,-3533.0888303550823,9.425016995991882,12.201919677643168,18.373452000192437,144.11800185870868
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0016_strain-0.010_perturbed.cif,852,-3528.0656814575195,-3518.8751885052025,9.190492952317072,12.928198139581886,18.18439343038369,112.06858195077967
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0016_strain-0.015_perturbed.cif,852,-3522.524833679199,-3513.403041003333,9.121792675866345,13.57649563150006,19.165949785403082,144.36818896886393
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0017_strain+0.010_perturbed.cif,852,-3541.9297218322754,-3532.510941985582,9.418779846693269,12.343494460407468,18.38053232341914,151.66674156170586
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0017_strain+0.015_perturbed.cif,852,-3543.1389808654785,-3533.7322484739448,9.406732391533751,12.316402267968517,18.944921565006304,170.97385504319254
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0017_strain-0.010_perturbed.cif,852,-3528.705835342407,-3519.515553660466,9.190281681941087,13.291764298563402,18.790233564270558,106.65708919629083
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0017_strain-0.015_perturbed.cif,852,-3523.2391357421875,-3514.118888578473,9.120247163714339,13.789075620833502,19.450359499974393,129.62922663419943
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0018_strain+0.010_perturbed.cif,852,-3542.530298233032,-3533.1286602008495,9.401638032182746,12.581531874746094,19.304698046711053,223.95339314294824
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0018_strain+0.015_perturbed.cif,852,-3543.67995262146,-3534.291369724873,9.38858289658674,12.788170677135277,19.809578867222367,223.08404100715902
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0018_strain-0.010_perturbed.cif,852,-3529.1976928710938,-3520.0184259867433,9.179266884350454,13.323750272226993,19.005808760399663,119.21060541501504
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0018_strain-0.015_perturbed.cif,852,-3523.721933364868,-3514.6124292428203,9.109504122047838,13.829676839155878,19.63020466784515,105.9396756796704
