filename,dataset,u_E_A,d_latent_A,strain,temp,termination,facet,u_E_B,d_latent_B
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T450_0082.cif,T1,0.003750269269936299,0.4030253367426587,0.0,450,La,110,0.0017331441495544082,0.28737135913465756
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0197.cif,T1,0.0025563382057825104,0.6310786674031921,0.0,300,O,100,0.000920477579773755,0.5024898306964004
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T450_0126.cif,T1,0.01856300262306461,0.9958153952529937,0.0,450,La,111,0.009081341937273174,0.8955701069597983
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0015_strain+3_perturbed.cif,T1,0.03000258194906908,1.5587985978348238,3.0,300,Zr,111,0.016281023137349096,1.3588721738015799
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0004_strain+3_perturbed.cif,T1,0.02502924874464314,1.2279729742539427,3.0,450,Li,111,0.013516532804906464,1.0909851912137463
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0177.cif,T1,0.01393311968426538,0.4915918604970903,0.0,300,Zr,111,0.006265084114311521,0.4993065737938883
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T450_0144.cif,T1,0.004244737415766573,0.4133458751348744,0.0,450,La,100,0.0017083359099318621,0.28965181007064955
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0167.cif,T1,0.013882046266759748,0.5396876580997934,0.0,300,La,111,0.006500681790461814,0.5371756025378088
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T300_0134.cif,T1,0.003143509667393394,0.649452168965316,0.0,300,Li,100,0.0013996360620794266,0.5284988803328026
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0182_strain+2_perturbed.cif,T1,0.011945726421436665,0.360445566140872,2.0,300,Zr,111,0.005992767509045242,0.3906702040149461
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0062.cif,T1,0.003609918767173103,0.5815708712548741,0.0,300,La,100,0.001567520237456206,0.46602887722838654
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0012.cif,T1,0.030026229621060163,1.8171756645452461,0.0,300,Zr,110,0.014840967262377968,1.5646056113987483
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T450_0067.cif,T1,0.0030195286623159695,0.5945138313651742,0.0,450,Zr,100,0.001386387190187744,0.4719442892228159
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T300_0086.cif,T1,0.003212419062242821,0.5711132336470292,0.0,300,Li,100,0.0014588821087519936,0.4501135644509292
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0051.cif,T1,0.02405692976857219,1.3774548893904326,0.0,450,Zr,110,0.011242126912470262,1.2080151398332535
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0116.cif,T1,0.012119018581204257,0.45553630843059834,0.0,450,Li,111,0.005329854911025019,0.47371297062686285
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0066.cif,T1,0.021037067656304996,1.1718384050185762,0.0,300,Li,111,0.010005185273133517,1.0299595745601202
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T450_0166.cif,T1,0.0026854447392079574,0.6592870943482342,0.0,450,Li,100,0.0011506802122905246,0.5351774245197906
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0158.cif,T1,0.002535901138342207,0.6214413876357479,0.0,450,Li,100,0.0009803804285993957,0.4916662295408928
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T450_0189.cif,T1,0.002436575599365579,0.6320703041138068,0.0,450,O,100,0.0006881464645083329,0.5018332873300998
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0121.cif,T1,0.012430604699414836,0.4764375591621781,0.0,450,Li,111,0.005524891057286456,0.48707341829480744
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0170.cif,T1,0.008319326963914424,0.23989083527130486,0.0,450,Zr,110,0.001643023393242984,0.16583353731744463
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T300_0134.cif,T1,0.00890711041404019,0.3151269918193117,0.0,300,Li,111,0.0036447258590268884,0.3376181443969009
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0187.cif,T1,0.008778474203989488,0.22111913654562537,0.0,300,Zr,110,0.0013559879316690194,0.1447759814175872
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0070.cif,T1,0.0031540707407979518,0.5773782927386154,0.0,300,O,100,0.0013501526564515722,0.45628473180982465
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0116.cif,T1,0.02033163369712084,1.1606602980746132,0.0,300,La,111,0.009644457420376082,1.019377279557949
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0158.cif,T1,0.014840878584876706,0.6297273964455004,0.0,300,La,111,0.0071141974898217865,0.6064212010175972
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T450_0050.cif,T1,0.005654684732812232,0.2724799236985669,0.0,450,La,100,0.002398205833367078,0.16802966676200276
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0000.cif,T1,0.025157479459330945,1.446903603443548,0.0,450,Li,111,0.012375673898340279,1.2539283822631218
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T450_0089.cif,T1,0.0035401690333154937,0.6146627988940909,0.0,450,Li,100,0.0015243327044091922,0.4970434570028613
cellrelaxed_LLZO_010_O_order5_off__Li_110_slab_heavy_T300_0044.cif,T1,0.0033487675657872325,0.4190556369918786,0.0,300,O,110,0.001709568400922704,0.3051786775982175
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0157.cif,T1,0.01494809796260568,0.6391909283018569,0.0,300,La,111,0.007197599086971098,0.6136132396700237
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0098.cif,T1,0.014133046202107221,0.5459916073153644,0.0,450,Zr,110,0.006093856344996738,0.5416448845986865
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0051.cif,T1,0.004398682866686444,0.3664949159371135,0.0,450,Li,110,0.0018335948994219191,0.2552953219190231
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T450_0088.cif,T1,0.024395139660291085,1.497051109159847,0.0,450,La,111,0.011705436809418563,1.2937740959469575
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T450_0016.cif,T1,0.003490942391342594,0.41392619440814127,0.0,450,Li,110,0.0018024631777104972,0.30042462250288476
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0074.cif,T1,0.019368470903032016,0.9757291936441272,0.0,450,Zr,110,0.008823266807720904,0.8854317545328957
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T450_0062.cif,T1,0.003154065896077273,0.5753461091568974,0.0,450,O,100,0.0013250174653315623,0.45287592836881063
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0177_strain+3_perturbed.cif,T1,0.002417129582424664,0.6544283877639934,3.0,300,Zr,100,0.0018978711459461772,0.5230568044019651
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0060.cif,T1,0.004127091932517121,0.3841801477627906,0.0,300,Li,110,0.001818626475345283,0.267974332946111
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0031.cif,T1,0.0038522425098584936,0.5293154332159504,0.0,450,Li,100,0.001691218993174104,0.4124298346450702
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0192_strain-2_perturbed.cif,T1,0.012046360139053459,0.4330528372074687,-2.0,450,Zr,111,0.003285984081091879,0.4641040742792759
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0090.cif,T1,0.0160468308605139,0.6858443882463242,0.0,450,Zr,110,0.007222180737946836,0.6530735926818962
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0106.cif,T1,0.0031637807340190384,0.6088423165800986,0.0,450,La,100,0.0013758200329209926,0.4865753371783856
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0062.cif,T1,0.004085522134318167,0.3862383228200285,0.0,300,Li,110,0.0018125729110722094,0.2697477688053286
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0030_strain-2_perturbed.cif,T1,0.030250220538406793,2.1506062220779305,-2.0,300,Zr,110,0.012735982384522004,1.8251779540184132
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0140_strain-2_perturbed.cif,T1,0.018670245228042205,1.1584736568524956,-2.0,300,Zr,111,0.007481933138360384,1.0135917183679433
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0110.cif,T1,0.0029187907317641875,0.6104349069456169,0.0,300,Zr,100,0.0012658854126147714,0.48724788075014475
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0035.cif,T1,0.004646099173750617,0.35320578526507096,0.0,450,Li,110,0.0019352084580358695,0.24513566590754857
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0163.cif,T1,0.002976014663418977,0.49024177668902175,0.0,300,Li,110,0.0012655419200320777,0.3612350436607865
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0153.cif,T1,0.0029709956618894713,0.4742910324262279,0.0,450,Li,110,0.0011640491384360702,0.34898671812300175
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T300_0003.cif,T1,0.004160302305426779,0.5817075098678732,0.0,300,Li,100,0.0018991111297857316,0.4740638988369368
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0117.cif,T1,0.020289228319373406,1.151044783668251,0.0,300,La,111,0.009628558235694102,1.0105336214755343
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0054.cif,T1,0.004243842088270546,0.37674143877095306,0.0,300,Li,110,0.001876182422969992,0.2616505088867931
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0052.cif,T1,0.028974027001213085,1.857072621429038,0.0,300,Zr,111,0.013739665280607627,1.5814504639020457
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0189.cif,T1,0.007684231900045178,0.3012533164289159,0.0,300,Li,111,0.00198810506508433,0.24907530689296178
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0003.cif,T1,0.025016835865375116,1.4476950666978867,0.0,450,Li,111,0.01222478101162375,1.2575417594207237
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T450_0186.cif,T1,0.0025357528517968176,0.5159508120517855,0.0,450,Li,110,0.0011658985423979944,0.3899028375750232
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T450_0135_strain+3_perturbed.cif,T1,0.016739658756245352,0.6856498419693753,3.0,450,Zr,111,0.009262643747087644,0.6530809886129693
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0150_strain+2_perturbed.cif,T1,0.005940023133061003,0.3503351446526848,2.0,450,Li,111,0.0025716648872415155,0.31411615887069927
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T450_0125.cif,T1,0.003292058589258988,0.44755190592079996,0.0,450,La,110,0.0014006852367847336,0.3249926939440915
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T450_0170.cif,T1,0.0027378316999077165,0.5066576741908121,0.0,450,Li,110,0.0012875517388764419,0.3813182476722163
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0150.cif,T1,0.002978157058142426,0.4722137878689928,0.0,300,La,110,0.0013582345685506547,0.3462021616586022
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T300_0120.cif,T1,0.0029995567527981953,0.4705757142389173,0.0,300,Li,110,0.001569597699949777,0.3479488635442746
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T300_0174.cif,T1,0.0026901545877173498,0.50525228970132,0.0,300,Li,110,0.00136657973724678,0.3787922662531541
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0002.cif,T1,0.03108610406510701,1.8227680321103312,0.0,450,Zr,110,0.015880078473433666,1.5680696161957495
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0186_strain-3_perturbed.cif,T1,0.004176054460393174,0.412619695809004,-3.0,300,La,110,0.0010181037631760528,0.2857580269880519
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0017.cif,T1,0.004793637605467671,0.33923630090884827,0.0,450,Li,110,0.0020603291699376413,0.23383534366018124
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0078_strain-2_perturbed.cif,T1,0.02015255013807753,1.246383378792138,-2.0,450,Li,111,0.008110461475875113,1.0817192916072185
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0061.cif,T1,0.0038245634592606326,0.5749288677838594,0.0,450,La,100,0.00154100290837474,0.4585695216762204
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0076_strain-3_perturbed.cif,T1,0.00585664102040778,0.3005000779242617,-3.0,300,Li,110,0.0013255780103154967,0.18846734382934674
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0030.cif,T1,0.023366352980476564,1.3342837990489942,0.0,450,Li,111,0.01154524452572311,1.163373499510715
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0115_strain+3_perturbed.cif,T1,0.011790826154133323,0.3956809755906723,3.0,450,Li,111,0.0064176603550428184,0.4201757755062736
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T450_0107_strain-2_perturbed.cif,T1,0.0038904066512636336,0.4060251123371831,-2.0,450,Li,110,0.0012456808608059284,0.28788017460089993
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T300_0186.cif,T1,0.0031199101108522333,0.4784196395374121,0.0,300,La,100,0.001664703240737955,0.3501385528167174
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0107.cif,T1,0.00290530964061307,0.6088726453841873,0.0,300,Zr,100,0.001253043224911194,0.48561269814221214
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0029.cif,T1,0.0030753114651776636,0.5988320850581953,0.0,300,Zr,100,0.0013533950053085816,0.4778414348173679
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0131.cif,T1,0.012036026566318926,0.4562431290851283,0.0,300,Li,111,0.005547445844411526,0.4665141024818313
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0046.cif,T1,0.0032493578569470433,0.5661301198753578,0.0,300,O,100,0.0014030525251697585,0.4470096565385178
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0174.cif,T1,0.013185441975979303,0.466425896522111,0.0,300,La,111,0.005962313322733222,0.481614503113179
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0078.cif,T1,0.0034263185145238934,0.5675080524136176,0.0,450,Li,100,0.0013749466919186206,0.4448501342932831
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0124.cif,T1,0.012994826528664077,0.5291015416806284,0.0,300,Li,111,0.006086747858855858,0.5229476178790479
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0148.cif,T1,0.00807545102132131,0.22387876574045024,0.0,450,Zr,110,0.0022173685011354807,0.1767180606718536
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0150.cif,T1,0.0030383840782127096,0.47222356648387614,0.0,450,Li,110,0.0012454201641874752,0.34713276659969694
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0182.cif,T1,0.008779455880701701,0.2249668548277765,0.0,300,Zr,110,0.0015042543714873064,0.14744549754295114
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T300_0014.cif,T1,0.003993491653776222,0.5528574036943592,0.0,300,La,100,0.001728896490243884,0.4421249792044359
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0010.cif,T1,0.003770715581971254,0.5192187477233846,0.0,450,Li,100,0.0017138750324457391,0.40422531644407983
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0167_strain-2_perturbed.cif,T1,0.015659213547244772,0.7759254616087943,-2.0,300,Zr,111,0.00649876400753818,0.7211151991008911
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0079.cif,T1,0.0038868989078108735,0.40641306988497555,0.0,300,Li,110,0.0016758108115563267,0.2867257145225462
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0111_strain-2_perturbed.cif,T1,0.004090862855417632,0.5751703837408524,-2.0,300,Zr,100,0.0009339476545636299,0.45850711651951365
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0146.cif,T1,0.007682686864275564,0.21652447596318783,0.0,300,Zr,110,0.002131807166372848,0.1776261386181485
cellrelaxed_LLZO_010_O_order5_off__Li_110_slab_heavy_T450_0020.cif,T1,0.003444439479525494,0.4087999705055769,0.0,450,O,110,0.0017441568210757727,0.298434430171999
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T450_0073.cif,T1,0.003924527420277515,0.3941224028864478,0.0,450,La,110,0.0018025002697779245,0.2799055228268462
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T450_0115.cif,T1,0.002938916563620178,0.6024575814987574,0.0,450,O,100,0.0010886987834875324,0.4754134572703534
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T300_0187_strain+3_perturbed.cif,T1,0.002691501482248266,0.5804849102731902,3.0,300,Li,110,0.0015430631737939477,0.4526002293605074
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T300_0200.cif,T1,0.0030177682089420157,0.4925492580528552,0.0,300,La,100,0.001561081264968802,0.3631025800548022
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0114.cif,T1,0.0029618257538996957,0.6013635296140145,0.0,300,O,100,0.0010070328705263953,0.4766688432427709
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T450_0090_strain+2_perturbed.cif,T1,0.002533827394980587,0.5066375518161346,2.0,450,Li,110,0.0017373307084938953,0.3870544326462464
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0090_strain+2_perturbed.cif,T1,0.0024096870853384978,0.6171519749813337,2.0,300,O,100,0.0015905893720564671,0.4888889634332308
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0038.cif,T1,0.02257847922373956,1.287999757499778,0.0,450,Li,111,0.01108073332224319,1.1236090998121764
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T300_0100.cif,T1,0.004761493574191057,0.3627230743848251,0.0,300,La,100,0.001884175891537885,0.2457849230400601
cellrelaxed_LLZO_011_La_code71_sto__Li_100_slab_heavy_T300_0093_strain-3_perturbed.cif,T1,0.007136294713501936,0.24167882918932898,-3.0,300,La,100,0.001246561491962556,0.1394367927123965
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T450_0143.cif,T1,0.002897738102837966,0.6120305111484977,0.0,450,Zr,100,0.0011692561932072575,0.4865593390173607
cellrelaxed_LLZO_010_La_order0_off__Li_110_slab_heavy_T300_0112_strain+2_perturbed.cif,T1,0.002697873751799296,0.4894937896585966,2.0,300,La,110,0.0017652631776148475,0.366949337927402
cellrelaxed_LLZO_010_O_order5_off__Li_110_slab_heavy_T300_0029.cif,T1,0.003428064065969046,0.41221869602344124,0.0,300,O,110,0.0017596630227081848,0.29989785843040034
cellrelaxed_LLZO_010_La_order0_off__Li_100_slab_heavy_T450_0168.cif,T1,0.002749200919903516,0.6439041413256394,0.0,450,La,100,0.0010316567186621334,0.5168032263222324
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T300_0012.cif,T1,0.0034211159401136017,0.4125041781921099,0.0,300,Li,110,0.0018377873070508847,0.2975064489990283
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0197_strain+3_perturbed.cif,T1,0.005666795918816403,0.385993596495584,3.0,300,Li,111,0.0025380484111877325,0.30326449220494023
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0030.cif,T1,0.004603749934800966,0.34777898856212064,0.0,450,Li,110,0.00196779502033084,0.2404990393395378
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0168.cif,T1,0.0024096429180630267,0.6264607535752899,0.0,450,Li,100,0.0009485588310968384,0.4961876690999823
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T300_0098.cif,T1,0.0031174358847574956,0.5809918741469154,0.0,300,Li,100,0.0013228115424620023,0.45849571584112575
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0115.cif,T1,0.01346499995279199,0.5515328937044367,0.0,450,Li,111,0.006152484260724899,0.5447369911293054
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T300_0196.cif,T1,0.0025676892162191886,0.6310103565204088,0.0,300,O,100,0.0009316644492901005,0.502524679691981
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0090.cif,T1,0.003052845861540022,0.6046706842444369,0.0,300,Zr,100,0.0013463575566522226,0.4819044947513479
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0032.cif,T1,0.03172200189563105,1.9961212003420763,0.0,300,La,111,0.01541116649193264,1.6960880696048115
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0014_strain+2_perturbed.cif,T1,0.02799708551278166,1.510521114905181,2.0,450,Zr,110,0.014320224591653082,1.3217356548599284
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T300_0035.cif,T1,0.03136338856397598,1.9842654066567254,0.0,300,La,111,0.015074710285297676,1.684975436749573
cellrelaxed_LLZO_010_Li_order4_off__Li_110_slab_heavy_T300_0159_strain+3_perturbed.cif,T1,0.0025250096391065263,0.5702900888157811,3.0,300,Li,110,0.001715634936085266,0.44604716067630434
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T300_0176.cif,T1,0.002537749837399184,0.6296208292902077,0.0,300,Li,100,0.0010067224648571606,0.501303221441617
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0021.cif,T1,0.029362048030064637,1.7976902917007924,0.0,450,Zr,110,0.014039120517413985,1.5486925489280445
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T300_0069.cif,T1,0.00303827527046019,0.6023036901648506,0.0,300,Zr,100,0.0014155559128178155,0.4799963554691499
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0085.cif,T1,0.024876176631826053,1.5180194874557817,0.0,300,Zr,111,0.011890641733723837,1.3092059592912741
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0001.cif,T1,0.02745364248710389,1.6455471752094124,0.0,450,Li,111,0.013123216049123362,1.4098147003131654
cellrelaxed_LLZO_010_O_order5_off__Li_110_slab_heavy_T300_0113.cif,T1,0.0029979092449062784,0.4652477833024681,0.0,300,O,110,0.0013454161226749996,0.34385161744557224
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T450_0014_strain-3_perturbed.cif,T1,0.03326268692971861,2.4551483715145714,-3.0,450,Zr,110,0.013853287976541548,2.0954469040382544
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0012.cif,T1,0.024628952530954918,1.4209364481360804,0.0,450,Li,111,0.012091152024112692,1.2340780350991019
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T450_0097.cif,T1,0.003405635047891667,0.6211175235729623,0.0,450,Li,100,0.0015343549400126115,0.502468549727484
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T450_0143.cif,T1,0.016441249006552267,0.7951081223597881,0.0,450,La,111,0.008103438392629473,0.7362588058991528
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0143.cif,T1,0.01734266626126086,0.8721053058558521,0.0,300,Zr,111,0.008482130430501417,0.791506818826881
cellrelaxed_LLZO_001_Zr_code93_sto__Li_111_slab_heavy_T300_0073.cif,T1,0.026217998530302662,1.6606634909645672,0.0,300,Zr,111,0.01236818210363664,1.4239196414162947
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T450_0188.cif,T1,0.01129383509752343,0.36100501648581773,0.0,450,La,111,0.004296337817771121,0.39508933627008364
cellrelaxed_LLZO_010_Li_order0_off__Li_110_slab_heavy_T450_0136_strain+2_perturbed.cif,T1,0.002678057042541726,0.5132929483517826,2.0,450,Li,110,0.0016029924816437485,0.3891430244676723
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T300_0001.cif,T1,0.025160968955241336,1.4541863693437986,0.0,300,Li,111,0.012274368887035215,1.260074331453607
cellrelaxed_LLZO_001_Zr_code93_sto__Li_100_slab_heavy_T450_0092.cif,T1,0.003006573816075291,0.596272572957646,0.0,450,Zr,100,0.001330756869615844,0.47287269495493206
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T300_0022.cif,T1,0.026293155134292017,1.5873517110085658,0.0,300,Li,111,0.01259625911220323,1.3601023129450127
cellrelaxed_LLZO_010_Li_order0_off__Li_111_slab_heavy_T450_0016_strain-3_perturbed.cif,T1,0.030519302445295358,2.2526045696608405,-3.0,450,Li,111,0.01191509623359597,1.8661868159440422
cellrelaxed_LLZO_001_Zr_code93_sto__Li_110_slab_heavy_T300_0043.cif,T1,0.025629997964275286,1.5172855301079196,0.0,300,Zr,110,0.012104504708189981,1.3151873970688035
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T450_0196.cif,T1,0.002393008346939739,0.6684987782969781,0.0,450,Li,100,0.0010267282911991945,0.5423425860537225
cellrelaxed_LLZO_010_Li_order0_off__Li_100_slab_heavy_T450_0135.cif,T1,0.002811215933388594,0.6113089437318318,0.0,450,Li,100,0.0010384345012734218,0.48288087045947065
cellrelaxed_LLZO_010_La_order0_off__Li_111_slab_heavy_T450_0017.cif,T1,0.03301760259012389,2.090914000487194,0.0,450,La,111,0.01612384874203729,1.7739895981012919
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T300_0021.cif,T1,0.0039642786883682096,0.5807011042706545,0.0,300,Li,100,0.0019393392151903154,0.4721500971788028
cellrelaxed_LLZO_010_Li_order4_off__Li_100_slab_heavy_T450_0023.cif,T1,0.004143732669442686,0.5747881911069098,0.0,450,Li,100,0.001709694559084487,0.464383066398471
cellrelaxed_LLZO_010_O_order5_off__Li_100_slab_heavy_T450_0160.cif,T1,0.0025730902958548112,0.6233882518096555,0.0,450,O,100,0.0009437164121949756,0.4940386542613526
cellrelaxed_LLZO_010_Li_order4_off__Li_111_slab_heavy_T450_0066.cif,T1,0.019905270861369125,1.0531505237958942,0.0,450,Li,111,0.009881146817073177,0.9363615689256448
